address,city,country,crawl_date,hotel_brand,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,property_id,property_name,property_type,province,qts,room_count,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,special_tag,state,uniq_id,zone
"",kodaikānāl,India,2016-09-01,"","","",5-star hotel,"",10.2445070026883,"",77.4908435944235,http://www.booking.com/hotel/in/rose-flower-cottage.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Double or Twin Room,"","",8.4,"",http://www.booking.com/,"",Tamil Nadu,c93a3ed90f4265701461ddb30528d2ff,""
"",kodaikānāl,India,2016-09-01,"","","",3-star hotel,"",10.2445070026883,"",77.4908435944235,http://www.booking.com/hotel/in/premium-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Budget Double Room,"","",7.1,"",http://www.booking.com/,"",Tamil Nadu,66445844efa045d40acfa84311bb230b,""
"71 MIG Tajnagri Phase I, Shilpgram Rd, Tajganj, 282001 Agra, India – Show map",agra,India,2016-09-01,"","Indu Dormitory and Guest House is situated in Agra, 1.6 km from Taj Mahal. Free private parking is available on site. Every room at this guest house is air conditioned and is fitted with a TV. You will find shops at the property. Mehtab Bagh is 2.1 km from Indu Dormitory and Guest House, while Tomb of Itimad-ud-Daulah is 3.7 km away.","Bathroom:Slippers|Shower•Kitchen:Shared kitchen|Stovetop•Pets:Pets are allowed. Charges may be applicable.•Media & Technology:Cable Channels|Satellite Channels|TV•Food & Drink:Breakfast in the room•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Private check-in/check-out|ATM/cash machine on site|Packed lunches|Room service•General:Mini-market on site|Air conditioning|Shops (on site)|Tile/Marble floor|Fan|Newspapers","",3,27.165094567813036,"",78.05389869265969,http://www.booking.com/hotel/in/indu-dormitory-and-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1743645,Indu Dormitory and Guest House,216,"",2016-09-01 11:52:38 +0000,2,Bed in 4-Bed Dormitory Room,N.Homestay,"","","",http://www.booking.com/,Share,Uttar Pradesh,61af466437bd98b69e0748d842d2ecab,""
"Vishudhi Associates ,Attuvampatty Crush,Vilpatty P O, 624101 Kodaikānāl, India – Show map",kodaikānāl,India,2016-09-01,"","One of our bestsellers in Kodaikānāl! Santhigiri Auyrvedic Heritage - Kodaikānāl is located in Kodaikānāl, 2.2 km from Chettiar Park and 3.2 km from Silver Cascade Falls. Free private parking is available on site. Every room is equipped with a flat-screen TV with satellite channels. Certain units include a seating area for your convenience. All rooms are equipped with a private bathroom equipped with a shower. There is a 24-hour front desk at the property. Kodaikanal Bus Stand is 3.7 km from La Flora, while Kodai International Business School is 3.9 km from the property. The nearest airport is Madurai Airport, 80 km from the property.","Bathroom:Linen|Towels|Bathroom|Toilet|Shower•View:Garden view•Outdoors:Balcony|Garden•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Satellite Channels•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|Trouser press|Wake-up service|Shoeshine|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Designated smoking area|Non-smoking throughout|Allergy-free room|Tile/Marble floor|Soundproofing|Soundproof rooms|Fan",2-star hotel,14,10.268112984624183,"",77.49909281730652,http://www.booking.com/hotel/in/santhigiri-auyrvedic-heritage.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1763893,Santhigiri Auyrvedic Heritage - Kodaikānāl,204,"",2016-09-01 11:52:38 +0000,10,Deluxe Double Room,The Peak Resorts,"","","",http://www.booking.com/,Share,Tamil Nadu,f2509e5aed2613feee83e04fc89b0580,""
"Opp. Hotel Park Gate No.9 Boulevard Road, Golden Dal Lake, 190001 Srinagar, India – Show map",srinagar,India,2016-09-01,"","Offering a terrace, Appollo Eleven Group of Houseboats is set in Srinagar. Dal Lake is 1.8 km from the property. Free WiFi is featured . Some units have a dining area and/or terrace. Each unit has a private bathroom with slippers. Guests can enjoy a meal at the on-site restaurant. Grocery delivery and packed lunches are available on request. Free use of bicycles is available at the property and the area is popular for golfing. Nehru Park is 1.1 km from Appollo Eleven Group of Houseboats, while Lal Chowk Ghantaghar is 2.8 km away. The nearest airport is Srinagar Airport, 12 km from Appollo Eleven Group of Houseboats.","Bathroom:Toilet paper|Bath or Shower|Slippers|Bathroom|Toilet|Free toiletries|Bath•View:Lake view•Outdoors:Terrace•Kitchen:Dining table•Room Amenities:Sofa bed|Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Activities:Bikes available (free)|Bicycle rental|Golf course (within 3 km)•Living Area:Dining area|Desk•Food & Drink:Snack bar|Restaurant (à la carte)|Breakfast in the room•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is needed).•Reception services:ATM/cash machine on site|Ticket service|Tour desk|Currency exchange|24-hour front desk•Cleaning services:Shoeshine|Laundry•General:Grocery deliveries|Shared lounge/TV area|Airport shuttle (surcharge)|Mosquito net|Packed lunches|Carpeted|Heating|Fan|Non-smoking rooms|Newspapers|Room service","","",34.08541827604407,"",74.83620643615723,http://www.booking.com/hotel/in/appollo-eleven-group-of-houseboats.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1757278,Appollo Eleven Group of Houseboats,215,"",2016-09-01 11:52:38 +0000,11,Budget Double Room,Houseboat Lily of Nageen,10,9.6,"",http://www.booking.com/,Share,Jammu & Kashmir,a9d8da473f46e4978c4b5f94ea52c942,""
"Near national public school, Fatehpur road, mandawa Jhunjhunu, rajasthan,India, 333001 Mandāwa, India – Show map",mandāwa,India,2016-09-01,"","Featuring free WiFi and a terrace, Hotel Royal Rest offers pet-friendly accommodation in Mandāwa. Guests can enjoy the on-site restaurant. Free private parking is available on site. You will find a 24-hour front desk and shops at the property.","Bathroom:Toilet paper|Towels|Free toiletries|Shower•View:Landmark view•Outdoors:Terrace•Pets:Free!
Pets are allowed. No extra charges.•Activities:Spa and wellness centre•Living Area:Fireplace•Food & Drink:Restaurant (buffet)|Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Services:Ticket service|Fax/photocopying|Tour desk|Packed lunches|Currency exchange|Express check-in/check-out|Laundry|24-hour front desk|Room service•General:Air conditioning|Shops (on site)|Non-smoking rooms|Newspapers",2-star hotel,"",28.05401233256915,"",75.14528810977936,http://www.booking.com/hotel/in/royal-rest.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1760534,Hotel Royal Rest,204,"",2016-09-01 11:52:38 +0000,5,Deluxe Double Room,"Hotel Radhika Haveli, Mandawa","","","",http://www.booking.com/,Share,Rajasthan,025b7f0e628196f874594460da8d614e,""
"Bhabat road zirakpur, 140603 Chandīgarh, India – Show map",chandīgarh,India,2016-09-01,"","Featuring free WiFi and a children's playground, Starlet Resort offers pet-friendly accommodation in Chandīgarh, 11 km from Rock Garden. Free private parking is available on site. All rooms come with a flat-screen TV. Certain units include a seating area where you can relax. Extras include bathrobes and slippers. There are shops at the property. Mohali Cricket Stadium is 9 km from Starlet Resort, while Sukhna Lake is 10 km away. Chandigarh Airport is 4 km from the property.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Slippers|Free toiletries|Bathrobe|Bath|Shower•Bedroom:Wardrobe/Closet•View:Garden view•Outdoors:Terrace|Garden•Kitchen:Shared kitchen|Microwave•Room Amenities:Clothes rack•Pets:Free!
Pets are allowed. No extra charges.•Activities:Children's playground•Living Area:Seating Area•Media & Technology:Flat-screen TV|Satellite Channels|Telephone|TV•Food & Drink:Breakfast in the room|Tea/Coffee Maker•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Airport shuttle (surcharge)|Private check-in/check-out|Fax/photocopying|Ironing service|Laundry|Meeting/banquet facilities|Room service•General:Air conditioning|Shops (on site)|Tile/Marble floor|Soundproofing|Soundproof rooms|Heating|Fan|Newspapers•Languages spoken:","","",30.656956687904206,"",76.82042261676327,http://www.booking.com/hotel/in/starlet-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1755945,Starlet Resort,231,"",2016-09-01 11:52:38 +0000,8,Standard Double Room,Treebo Chandigarh Grand|Maya Hotel|New Chandigarh Holiday Home,5,8.5,Cleanliness:8.5|Comfort:8.5|Location:7.5|Facilities:8|Staff:9.5|Value for money:9|Free WiFi:5,http://www.booking.com/,Share,Chandigarh,bf9d3997565e8237013e6bd10cf55338,""
"malagar jagra hobli , attigundi post., 577121 Attigundi, India – Show map",attigundi,India,2016-09-01,"",Malagar valley homestay offers accommodation in Attigundi. Free private parking is available on site. A balcony or patio are featured in certain rooms. You will find room service at the property. You can play table tennis and darts at the homestay. The homestay also offers car hire.,"Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Free toiletries|Bath•Bedroom:Wardrobe/Closet•View:Mountain view•Outdoors:Outdoor dining area|Barbecue|BBQ facilities|Patio|Balcony•Kitchen:Dining table•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Activities:Evening entertainment|Darts|Table tennis•Living Area:Dining area|Fireplace•Food & Drink:Breakfast in the room•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Grocery deliveries|Car hire|Room service•General:Shops (on site)|Tile/Marble floor|Fan|Family rooms","","",13.4294446609486,"",75.7472133636474,http://www.booking.com/hotel/in/malagar-valley-homestay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1763755,Malagar valley homestay,222,"",2016-09-01 11:52:38 +0000,5,Deluxe Family Suite,Mountain Valley Homestay,8,4.4,"",http://www.booking.com/,Share,Karnataka,71fa16363269c9c893c008a945e62141,""
"Solitude apartments, Anna vaddo, Candolim ,Bardez, 403515 Candolim, India – Show map",candolim,India,2016-09-01,"","Set 4.4 km from Shanta Durga Temple in Candolim, this apartment features a balcony and a garden. This apartment provides an outdoor pool and free WiFi. Free private parking is available on site. There is a seating area, a dining area and a kitchen. Towels and bed linen are provided in this self-catering accommodation. Other facilities at Solitude Penthouse GVR117 include a sun terrace. Goa International Airport is 17 km from the property.","Miscellaneous:Designated smoking area|Air conditioning|Non-smoking throughout|Family rooms•Pool and wellness:Massage•Outdoors:Sun terrace|Outdoor pool|Terrace|Garden•Pets:Pets are not allowed.•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Transport:Airport shuttle (surcharge)|Car hire•Cleaning services:Daily maid service|Trouser press|Ironing service|Laundry•Languages spoken:","",9,15.527755328723943,"",73.76714665442705,http://www.booking.com/hotel/in/gvr-117-penthouse-apartment-in-candolim.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1755970,Solitude Penthouse GVR117,201,"",2016-09-01 11:52:38 +0000,117,Deluxe Double Room,"",193,8.9,"",http://www.booking.com/,Share,Goa,0fb80bf90f57865d8fe879ce24bd830b,""
"6/5 B, Anil moitra road, Ballygunge, 700019 Kolkata, India – This neighbourhood is a great choice for travellers interested in art, museums, and food – Check location Show map",kolkata,India,2016-09-01,"","One of our bestsellers in Kolkata! Vinayak Apartment offers accommodation in Kolkata, 3 km from Indian Museum. The unit is 3 km from Kalighat Kali Temple. Free WiFi is featured throughout the property. Nandan is 3.2 km from Vinayak Apartment, while Park Street is 3.5 km away. The nearest airport is Netaji Subhash Chandra Bose International Airport, 15 km from the property. Ballygunge is a great choice for travellers interested in art, museums and food.","Parking:Public parking is possible on site (reservation is not needed) and costs  INR 100 per  day.•Internet:Free!
WiFi is available in all areas and is free of charge.•Kitchen:Shared kitchen•Pets:Pets are not allowed.•Common areas:Shared lounge/TV area•Food & Drink:Grocery deliveries|Packed lunches|Breakfast in the room•Transport:Car hire•Cleaning services:Daily maid service|Ironing service|Laundry•Miscellaneous:Air conditioning|Soundproof rooms|Lift|Family rooms","","",22.524766767439402,Ballygunge,88.37059289216995,http://www.booking.com/hotel/in/vinayak-apartment.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1747692,Vinayak Apartment,201,Ballygunge,2016-09-01 11:52:38 +0000,8,Two-Bedroom Apartment,Southern Plaza,158,6.6,"",http://www.booking.com/,Share,West Bengal,ea3cee9ea7d5dcf1b210e47c70145a5d,Ballygunge
"C-569, Service Rd, Block C, Saraswati Vihar, Pitampur, 110034 New Delhi, India – Show map",new delhi,India,2016-09-01,"","Runway Residency is located in New Delhi, 12 km from Rashtrapati Bhavan. Every room at this bed and breakfast is air conditioned and is equipped with a flat-screen TV with satellite channels. Some rooms have a seating area for your convenience. Each room is equipped with a private bathroom. Runway Residency features free WiFi . You will find a 24-hour front desk at the property. Jantar Mantar is 12 km from Runway Residency, while Red Fort is 12 km from the property. Delhi International Airport is 16 km away.","Bathroom:Toilet paper|Linen|Towels|Bath or Shower|Bathroom|Hairdryer|Shower•Bedroom:Wardrobe/Closet•Kitchen:Dining table•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Dining area|Seating Area•Media & Technology:Flat-screen TV|Satellite Channels|TV•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:No parking available.•Reception services:Private check-in/check-out|ATM/cash machine on site|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Dry cleaning•Business facilities:Fax/photocopying•General:Air conditioning|Wake-up service|Heating|Tile/Marble floor|Carpeted|Soundproof rooms|Lift|Fan|Facilities for disabled guests|Ironing Facilities|Non-smoking rooms|Iron|Wake Up Service/Alarm Clock|Room service","",25,28.699780328587142,"",77.12500914931297,http://www.booking.com/hotel/in/runway-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1752153,Runway Residency,208,"",2016-09-01 11:52:38 +0000,22,Budget Double or Twin Room,Hotel Good Palace,"1,187",9.4,"",http://www.booking.com/,Share,Delhi NCR,b806893f9f1f5d060a90eb1ccb0b61b7,""
"Cupid Bungalow No.2, Suchi Dham Complex, Near Dindoshi Bus Depot, Goregaon East., 400063 Mumbai, India – Show map",mumbai,India,2016-09-01,"","One of our bestsellers in Mumbai! Featuring free WiFi throughout the property, Sohum Homes offers accommodation in Mumbai. Free private parking is available on site. Every room at this guest house is air conditioned and is equipped with a flat-screen TV with satellite channels. Certain units have a seating area for your convenience. Every room comes with a private bathroom. There is dry cleaning services at the property. The guest house also offers car hire. Bombay Exhibition Centre is 3.1 km from Sohum Homes, while Powai Lake is 7 km from the property. The nearest airport is Chhatrapati Shivaji International Mumbai Airport, 9 km from the property.","Bathroom:Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•Outdoors:Balcony|Terrace•Room Amenities:Sofa bed|Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Telephone|TV|Pay-per-view Channels•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Meeting/banquet facilities•General:Grocery deliveries|Mini-market on site|Airport shuttle (surcharge)|Shuttle service (surcharge)|Air conditioning|Shops (on site)|Mosquito net|Wake-up service|Tile/Marble floor|Soundproofing|Car hire|Packed lunches|Gift shop|Fan|Family rooms|Barber/beauty shop|Ironing Facilities|Wake Up Service/Alarm Clock|Room service","",16,19.17730483445621,"",72.86707559600472,http://www.booking.com/hotel/in/sohum-homes.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1763815,Sohum Homes,216,"",2016-09-01 11:52:38 +0000,24,Budget Double Room,The Leela Mumbai,600,8.6,"",http://www.booking.com/,Share,Maharashtra,d2d2a605833e560caa6d964d72728ff0,""
"STATION ROAD PADAV CHOURAHA, 474002 Gwalior, India – Show map",gwalior,India,2016-09-01,"",Hotel Mayur offers pet-friendly accommodation in Gwalior. Free private parking is available on site. Certain rooms include a seating area where you can relax. A terrace or balcony are featured in certain rooms. Each room includes a private bathroom fitted with a bath. Hotel Mayur features free WiFi throughout the property. A flat-screen TV is available. You will find a 24-hour front desk at the property. You can play billiards at the hotel. The hotel also offers car hire.,"Bathroom:Toilet paper|Linen|Towels|Bath or Shower|Bathroom|Toilet|Bath|Shower•Bedroom:Wardrobe/Closet•Outdoors:Terrace•Room Amenities:Clothes rack•Pets:Free!
Pets are allowed. No extra charges.•Activities:Billiards•Living Area:Desk•Media & Technology:Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Special diet menus (on request)|Breakfast in the room•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Private check-in/check-out|Luggage storage|Ticket service|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Meeting/banquet facilities•General:Airport shuttle (surcharge)|Air conditioning|Wake-up service|Heating|Tile/Marble floor|Car hire|Packed lunches|Safety deposit box|Lift|Bridal suite|VIP room facilities|Fan|Family rooms|Trouser Press|Newspapers|Room service•Languages spoken:",2-star hotel,31,26.212952600389812,"",78.17776897922158,http://www.booking.com/hotel/in/mayur-gwalior1.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1764047,Hotel Mayur,204,"",2016-09-01 11:52:38 +0000,35,Deluxe Room,Ambience Gwalior|Gulmohar Guest House|Hotel Grace,21,8.5,"",http://www.booking.com/,Share,Madhya Pradesh,54a3df438b361fea51e0ef103ee9d086,""
"laxman sahay lane , station road, 823002 Gaya, India – Great location -",gaya,India,2016-09-01,"","Situated in Gaya in the Bihar Region, 2.9 km from Vishnupad Temple, Hotel Prem boasts a sun terrace and views of the city. Each room includes a TV. Some rooms include a seating area for your convenience. A terrace or balcony are featured in certain rooms. Hotel Prem features free WiFi . You will find room service at the property. The nearest airport is Gaya International Airport, 8 km from Hotel Prem.","Bathroom:Toilet paper|Towels|Towels/Sheets (extra fee)|Free toiletries|Bath|Shower•View:City view|View•Outdoors:Sun terrace|Balcony|Terrace•Kitchen:Cleaning products•Pets:Pets are not allowed.•Living Area:Seating Area•Media & Technology:Telephone|TV•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Reception services:Private check-in/check-out|Luggage storage•Cleaning services:Daily maid service|Trouser press|Shoeshine|Laundry•Business facilities:Fax/photocopying•General:Mini-market on site|Shops (on site)|Wake-up service|Tile/Marble floor|Fan|Barber/beauty shop|Ironing Facilities|Newspapers|Room service•Languages spoken:",4-star hotel,"",24.802995078322503,"",85.00334526011886,http://www.booking.com/hotel/in/prem.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1760537,Hotel Prem,204,"",2016-09-01 11:52:38 +0000,16,Deluxe Double Room (2 Adults + 1 Child),Bodhgaya Regency Hotel,47,5.7,"",http://www.booking.com/,Share,Bihar,f645112eec8fae9e31213fa83f866214,""
"Model Town,The Mall,Kullu, 175131 Manāli, India – Great location -",manāli,India,2016-09-01,"","Featuring free WiFi, Nirankari Group Of Hotels The Mall is located in Manāli, 900 metres from Hidimba Devi Temple. Guests can enjoy the on-site restaurant. Free private parking is available on site. Rooms are fitted with a flat-screen TV with cable channels. Certain rooms have a seating area for your convenience. All rooms are equipped with a private bathroom. You will find room service at the property. The hotel also offers car hire. Tibetan Monastery is 100 metres from Nirankari Group Of Hotels The Mall, while Circuit House is 800 metres away. Gaggal Airport is 87 km from the property.","Bathroom:Toilet paper|Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:City view|View•Outdoors:Sun terrace|Terrace|Garden•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels•Food & Drink:Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Airport shuttle (surcharge)|Ticket service|Wake-up service|Tour desk|Car hire|Room service•General:Mini-market on site|Heating|Tile/Marble floor|Soundproofing|Carpeted|Fan•Languages spoken:",2-star hotel,"",32.242657910877554,"",77.1880182709209,http://www.booking.com/hotel/in/nirankari-group-of-hotels-the-mall.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1766544,Nirankari Group Of Hotels The Mall,204,"",2016-09-01 11:52:38 +0000,32,Super Deluxe Double Room,Sparsh Resort|The Sunshine Heritage,26,7.3,"",http://www.booking.com/,Share,Himachal Pradesh,5496a889c2b25d281e5ac1dae05eec26,""
